Timestamp,Source IP,Destination IP,Hostname,Protocol,Port
2025-10-15 11:47:00,156.143.59.156,35.186.224.30,30.224.186.35.bc.googleusercontent.com,TCP,443
2025-10-15 11:47:00,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:00,10.102.8.98,156.143.59.156,Unknown,UDP,54244
2025-10-15 11:47:00,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:00,10.102.8.98,156.143.59.156,Unknown,UDP,52084
2025-10-15 11:47:00,35.186.224.30,156.143.59.156,Unknown,TCP,64108
2025-10-15 11:47:00,35.186.224.30,156.143.59.156,Unknown,TCP,64108
2025-10-15 11:47:00,156.143.59.156,35.186.224.30,30.224.186.35.bc.googleusercontent.com,TCP,443
2025-10-15 11:47:00,0.0.0.0,255.255.255.255,broadcasthost,UDP,67
2025-10-15 11:47:00,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:00,10.102.8.98,156.143.59.156,Unknown,UDP,56647
2025-10-15 11:47:00,140.82.114.5,156.143.59.156,Unknown,TCP,58862
2025-10-15 11:47:00,156.143.59.156,140.82.114.5,lb-140-82-114-5-iad.github.com,TCP,443
2025-10-15 11:47:00,156.143.59.156,140.82.114.5,lb-140-82-114-5-iad.github.com,TCP,443
2025-10-15 11:47:00,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:00,10.102.8.98,156.143.59.156,Unknown,UDP,65120
2025-10-15 11:47:02,0.0.0.0,255.255.255.255,broadcasthost,UDP,67
2025-10-15 11:47:02,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:02,10.102.8.98,156.143.59.156,Unknown,UDP,51860
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:02,10.102.8.98,156.143.59.156,Unknown,UDP,52338
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,156.143.59.156,20.50.80.212,Unknown,TCP,443
2025-10-15 11:47:02,20.50.80.212,156.143.59.156,Unknown,TCP,64229
2025-10-15 11:47:04,156.143.59.156,23.0.162.241,a23-0-162-241.deploy.static.akamaitechnologies.com,TCP,443
2025-10-15 11:47:04,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:04,23.0.162.241,156.143.59.156,Unknown,TCP,64202
2025-10-15 11:47:04,10.102.8.98,156.143.59.156,Unknown,UDP,62350
2025-10-15 11:47:05,156.143.59.156,199.232.192.193,Unknown,TCP,443
2025-10-15 11:47:05,156.143.59.156,23.0.162.241,a23-0-162-241.deploy.static.akamaitechnologies.com,TCP,443
2025-10-15 11:47:05,156.143.59.156,23.0.162.239,a23-0-162-239.deploy.static.akamaitechnologies.com,TCP,443
2025-10-15 11:47:05,156.143.59.156,23.0.162.241,a23-0-162-241.deploy.static.akamaitechnologies.com,TCP,443
2025-10-15 11:47:05,156.143.59.156,23.0.162.239,a23-0-162-239.deploy.static.akamaitechnologies.com,TCP,443
2025-10-15 11:47:05,156.143.59.156,23.0.162.241,a23-0-162-241.deploy.static.akamaitechnologies.com,TCP,443
2025-10-15 11:47:05,156.143.59.156,23.0.162.241,a23-0-162-241.deploy.static.akamaitechnologies.com,TCP,443
2025-10-15 11:47:05,156.143.59.156,150.171.73.16,Unknown,TCP,443
2025-10-15 11:47:05,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:05,150.171.73.16,156.143.59.156,Unknown,TCP,64143
2025-10-15 11:47:05,23.0.162.239,156.143.59.156,Unknown,TCP,64203
2025-10-15 11:47:05,23.0.162.241,156.143.59.156,Unknown,TCP,64201
2025-10-15 11:47:05,23.0.162.241,156.143.59.156,Unknown,TCP,64200
2025-10-15 11:47:05,23.0.162.239,156.143.59.156,Unknown,TCP,64205
2025-10-15 11:47:05,23.0.162.241,156.143.59.156,Unknown,TCP,64206
2025-10-15 11:47:05,23.0.162.241,156.143.59.156,Unknown,TCP,64204
2025-10-15 11:47:05,199.232.192.193,156.143.59.156,Unknown,TCP,64209
2025-10-15 11:47:05,10.102.8.98,156.143.59.156,Unknown,UDP,54876
2025-10-15 11:47:05,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:05,10.102.8.98,156.143.59.156,Unknown,UDP,62444
2025-10-15 11:47:05,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:05,10.102.8.98,156.143.59.156,Unknown,UDP,64955
2025-10-15 11:47:05,0.0.0.0,255.255.255.255,broadcasthost,UDP,67
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,10.102.8.98,156.143.59.156,Unknown,UDP,56986
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,10.102.8.98,156.143.59.156,Unknown,UDP,64475
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,10.102.8.98,156.143.59.156,Unknown,UDP,53616
2025-10-15 11:47:06,10.102.8.98,156.143.59.156,Unknown,UDP,56924
2025-10-15 11:47:06,156.143.59.156,17.248.186.38,Unknown,UDP,443
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,10.102.8.98,156.143.59.156,Unknown,UDP,65000
2025-10-15 11:47:06,156.143.59.156,17.248.186.47,Unknown,UDP,443
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,10.102.8.98,156.143.59.156,Unknown,UDP,57037
2025-10-15 11:47:06,10.102.8.98,156.143.59.156,Unknown,UDP,57053
2025-10-15 11:47:06,156.143.59.156,17.248.186.100,Unknown,TCP,443
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,17.248.186.100,156.143.59.156,Unknown,TCP,58865
2025-10-15 11:47:06,156.143.59.156,17.248.186.100,Unknown,TCP,443
2025-10-15 11:47:06,10.102.8.98,156.143.59.156,Unknown,UDP,62163
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,17.248.186.100,156.143.59.156,Unknown,TCP,58865
2025-10-15 11:47:06,17.248.186.100,156.143.59.156,Unknown,TCP,58865
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,156.143.59.156,17.248.186.100,Unknown,TCP,443
2025-10-15 11:47:06,156.143.59.156,17.248.186.100,Unknown,TCP,443
2025-10-15 11:47:06,156.143.59.156,10.102.8.98,shrek19.fu.campus,UDP,53
2025-10-15 11:47:06,10.102.8.98,156.143.59.156,Unknown,UDP,55799
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,156.143.59.156,3.161.188.4,server-3-161-188-4.atl59.r.cloudfront.net,TCP,443
2025-10-15 11:47:06,3.161.188.4,156.143.59.156,Unknown,TCP,58864
2025-10-15 11:47:06,156.143.59.156,17.248.186.100,Unknown,TCP,443
